MsgID.LOCAL_VELOCITY,67.8340000,-0.2379636,-5.1905413,0.1179559
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3955870,37.7932509,3.0110000
MsgID.LOCAL_VELOCITY,0.0000000,0.3200000,-6.0500000,0.1000000
MsgID.LOCAL_POSITION,68.0850000,-3.4025645,14.6577549,-3.0112531
MsgID.LOCAL_VELOCITY,68.0850000,0.3248374,-6.0613661,0.1005960
MsgID.GLOBAL_POSITION,0.0000000,-122.3956043,37.7932523,3.0070000
MsgID.LOCAL_VELOCITY,0.0000000,0.8600000,-6.8500000,0.1000000
MsgID.LOCAL_POSITION,68.3340000,-3.2497504,13.1226053,-3.0077422
MsgID.LOCAL_VELOCITY,68.3340000,0.8689640,-6.8586774,0.1042271
MsgID.GLOBAL_POSITION,0.0000000,-122.3956264,37.7932562,3.0020000
